text,symptom_id,symptom_name,severity,esi_label,language,source,base_weight
Sijui nifanye nini kuhusu maumivu ya nyonga.,S002,chronic_pelvic_pain,severe,High,sw,synthetic,10
I told the doctor that blood in stool during period.,S010,rectal_bleeding,severe,High,en,synthetic,8
I cannot work properly because of severe pain affects my relationship.,S037,relationship_social_impact,severe,Moderate,en,synthetic,5
I have extreme clots during period.,S005,heavy_menstrual_bleeding,critical,High,en,synthetic,7
I told the doctor that I avoid sex because it hurts.,S006,dyspareunia_deep,moderate,Moderate,en-KE,synthetic,9
I told the doctor that trying for a baby without success.,S026,infertility,moderate,Moderate,en-KE,synthetic,9
I am here because period pains so bad I faint.,S001,dysmenorrhoea,mild,Moderate,en,synthetic,10
emergency hospital for blood in urine.,S016,haematuria,critical,High,en,synthetic,8
Sijui nifanye nini kuhusu damu nyingi sana.,S005,heavy_menstrual_bleeding,severe,Moderate,sw,synthetic,7
I want you to know that one doctor visit with no answer.,S038,previous_misdiagnosis,mild,Low,en,synthetic,6
"I cannot work properly because of exhausted from poor sleep, for 2 months now.",S031,sleep_disturbance,severe,Moderate,en,synthetic,4
"My experience is that miss school from period pain, for 36 years.",S036,work_school_absence,moderate,Moderate,en-KE,synthetic,7
I cannot work properly because of surgery for lung collapse.,S032,catamenial_pneumothorax,critical,Critical,en,synthetic,9
blood when I go to the toilet during my period.,S010,rectal_bleeding,critical,High,en,synthetic,8
For the past few months I have had dizzy from pain.,S025,fainting_syncope,mild,Moderate,en,synthetic,8
I am here because pain even when I am not on my period.,S002,chronic_pelvic_pain,mild,Moderate,en-KE,synthetic,10
"Doctor, I have dismissed by doctor and I do not know what to do.",S038,previous_misdiagnosis,moderate,Moderate,en,synthetic,6
I cannot work properly because of anaemia from bleeding.,S004,intermenstrual_bleeding,critical,High,en,synthetic,6
I came to the clinic because of occasional menorrhagia.,S005,heavy_menstrual_bleeding,mild,Low,en,synthetic,7
I am here because trying for a baby without success.,S026,infertility,mild,Moderate,en-KE,synthetic,9
Nimekuwa na sijapata mimba ingawa ninajaribu kwa muda mrefu.,S026,infertility,moderate,Moderate,sw,synthetic,9
I have chest tight during period.,S032,catamenial_pneumothorax,mild,Moderate,en,synthetic,9
"Nimekuwa na nimechoka sana kila wakati kwa muda mrefu, for 12 months now.",S022,fatigue_chronic,critical,High,sw,synthetic,7
bleed from back passage during period.,S010,rectal_bleeding,moderate,Moderate,en,synthetic,8
I want you to know that told I have a cyst.,S028,pelvic_mass_sensation,severe,Moderate,en-KE,synthetic,7
pain shoots down my legs.,S018,lower_back_pain,critical,High,en,synthetic,7
My main problem is serious heavy periods.,S005,heavy_menstrual_bleeding,severe,Moderate,en,synthetic,7
Nimekuwa nikilalamika kuhusu maumivu ya hedhi.,S001,dysmenorrhoea,severe,High,sw,synthetic,10
I have had excruciating tired all the time since I was a teenager.,S022,fatigue_chronic,critical,High,en,synthetic,7
I have been dealing with occasional pain has isolated me for a while now.,S037,relationship_social_impact,mild,Low,en,synthetic,5
I am struggling with exhaustion.,S022,fatigue_chronic,moderate,Moderate,en,synthetic,7
I told the doctor that have to brace for it.,S009,dyschezia,moderate,Moderate,en,synthetic,9
I am struggling with scared about the pain.,S030,anxiety,critical,Moderate,en,synthetic,4
I experience regular burning when I pee regularly.,S015,dysuria,moderate,Moderate,en,synthetic,7
I want you to know that pelvic pain a week before my period.,S003,premenstrual_pain,critical,High,en,synthetic,7
my back is in agony during my period.,S018,lower_back_pain,severe,Moderate,en-KE,synthetic,7
I experience severe burning during sex regularly.,S007,dyspareunia_superficial,severe,Moderate,en,synthetic,6
I told the doctor that siku zangu za mwezi ni za maumivu.,S001,dysmenorrhoea,critical,Critical,sw,synthetic,10
blood in stool during period.,S010,rectal_bleeding,mild,Moderate,en,synthetic,8
I have been dealing with severe look pregnant from bloating for a while now.,S014,bloating_abdominal,severe,Moderate,en,synthetic,5
I experience occasional lower back pain regularly.,S018,lower_back_pain,mild,Low,en,synthetic,7
The problem I have is that CS scar painful during period.,S035,scar_endometriosis,mild,Low,en,synthetic,7
I have had slight anaemia since I was a teenager.,S023,anaemia,mild,Low,en,synthetic,6
I experience vomit during period regularly.,S013,nausea_vomiting_cyclical,severe,Moderate,en,synthetic,6
I am struggling with bleeding after sex.,S008,post_coital_bleeding,severe,Moderate,en,synthetic,5
I came to the clinic because of slight bleeding after sex.,S008,post_coital_bleeding,mild,Low,en,synthetic,5
I am here because trying for a baby without success.,S026,infertility,critical,Critical,en-KE,synthetic,9
My main problem is cough blood during period.,S033,catamenial_haemoptysis,moderate,Moderate,en,synthetic,8
I need help with pain passing urine.,S015,dysuria,severe,Moderate,en-KE,synthetic,7
feel wiped out all the time.,S022,fatigue_chronic,moderate,Moderate,en,synthetic,7
I told the doctor that CS scar painful during period.,S035,scar_endometriosis,moderate,Moderate,en-KE,synthetic,7
I want you to know that urine looks red during period.,S016,haematuria,moderate,Moderate,en,synthetic,8
I told the doctor that old caesarean scar hurts during period.,S035,scar_endometriosis,moderate,Moderate,en,synthetic,7
Nimekuwa na kuumwa unapokojoa kwa muda mrefu.,S015,dysuria,severe,Moderate,sw,synthetic,7
"I want you to know that my period makes me stay in bed, since I was 13 years old.",S001,dysmenorrhoea,moderate,High,en-KE,synthetic,10
The problem I have is that trying for a baby without success.,S026,infertility,severe,High,en-KE,synthetic,9
My experience is that CS scar painful during period.,S035,scar_endometriosis,critical,High,en-KE,synthetic,7
My experience is that told it is just period pain.,S038,previous_misdiagnosis,moderate,Moderate,en,synthetic,6
I have been dealing with damu nyingi sana for a while now.,S005,heavy_menstrual_bleeding,severe,Moderate,en,synthetic,7
I want you to know that heavy rectal bleeding every period.,S010,rectal_bleeding,severe,High,en,synthetic,8
Since I was young I have had stomach upset with period.,S012,diarrhoea_cyclical,critical,High,en-KE,synthetic,5
For the past few months I have had mild sex is painful.,S006,dyspareunia_deep,mild,Moderate,en,synthetic,9
I want you to know that pelvic pain a week before my period.,S003,premenstrual_pain,moderate,Moderate,en,synthetic,7
I have had diarrhoea every period since I was a teenager.,S012,diarrhoea_cyclical,moderate,Low,en,synthetic,5
I have running stomach during period and it is really affecting me.,S012,diarrhoea_cyclical,mild,Low,en-KE,synthetic,5
I have severe feel feverish during period.,S024,fever_cyclical,severe,Moderate,en,synthetic,5
I came to the clinic because of pain when passing urine.,S015,dysuria,moderate,Moderate,en,synthetic,7
I have come to see the doctor because of changing pad every hour.,S005,heavy_menstrual_bleeding,moderate,Moderate,en-KE,synthetic,7
The problem I have is that I cannot function during my period.,S001,dysmenorrhoea,mild,Moderate,en-KE,synthetic,10
I have come to see the doctor because of running stomach during period.,S012,diarrhoea_cyclical,critical,High,en-KE,synthetic,5
I have been dealing with unbearable anaemia for a while now.,S023,anaemia,critical,High,en,synthetic,6
I am struggling with very bad pain that starts early.,S003,premenstrual_pain,severe,Moderate,en,synthetic,7
For the past few months I have had chest tightness with period.,S032,catamenial_pneumothorax,critical,Critical,en,synthetic,9
"The problem I have is that period has ruined my relationship, for the past 3 months.",S037,relationship_social_impact,moderate,Low,en,synthetic,5
Nimekuwa nikilalamika kuhusu nimechoka sana kila wakati.,S022,fatigue_chronic,severe,Moderate,sw,synthetic,7
I have cancel plans sometimes.,S037,relationship_social_impact,mild,Low,en,synthetic,5
Nimekuwa na dawa hazisaidii maumivu yangu kwa muda mrefu.,S038,previous_misdiagnosis,critical,High,sw,synthetic,6
I told the doctor that kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,moderate,Moderate,sw,synthetic,6
I want you to know that suffering for years with no diagnosis.,S038,previous_misdiagnosis,critical,High,en,synthetic,6
Nilikuja hospitalini kwa sababu ya sijapata mimba ingawa ninajaribu.,S026,infertility,severe,High,sw,synthetic,9
pee a bit more during period.,S017,urinary_frequency,mild,Low,en,synthetic,5
"Doctor, I have coughing blood during period and I do not know what to do.",S033,catamenial_haemoptysis,moderate,Moderate,en,synthetic,8
My main problem is feel like giving up.,S029,depression,moderate,Low,en,synthetic,5
I am here because I avoid sex because it hurts.,S006,dyspareunia_deep,mild,Moderate,en,synthetic,9
I cannot work properly because of losing consciousness during period.,S025,fainting_syncope,moderate,Moderate,en,synthetic,8
I told the doctor that my back is in agony during my period.,S018,lower_back_pain,critical,High,en-KE,synthetic,7
blood when not on period.,S004,intermenstrual_bleeding,mild,Low,en-KE,synthetic,6
I am here because my period makes me stay in bed.,S001,dysmenorrhoea,severe,High,en-KE,synthetic,10
My experience is that it hurts to poop especially during my period.,S009,dyschezia,mild,Moderate,en,synthetic,9
I have frequent urination.,S017,urinary_frequency,mild,Low,en,synthetic,5
I have been dealing with extreme deep pain during intercourse for a while now.,S006,dyspareunia_deep,critical,Critical,en,synthetic,9
I am here because slight pain when going toilet on period.,S009,dyschezia,mild,Moderate,en,synthetic,9
Nimekuwa nikilalamika kuhusu kuzimia kutokana na maumivu.,S025,fainting_syncope,mild,Moderate,sw,synthetic,8
Nilikuja hospitalini kwa sababu ya mgongo unaniuma.,S018,lower_back_pain,critical,High,sw,synthetic,7
I want you to know that sijawahi pata mtoto ingawa ninajaribu.,S026,infertility,mild,Moderate,sw,synthetic,9
I want you to know that have to brace for it.,S009,dyschezia,moderate,Moderate,en,synthetic,9
I have had hip aches sometimes since I was a teenager.,S021,hip_groin_pain,mild,Low,en,synthetic,6
Sijui nifanye nini kuhusu mgongo unaniuma.,S018,lower_back_pain,severe,Moderate,sw,synthetic,7
I need help with stomach upset with period.,S012,diarrhoea_cyclical,moderate,Low,en-KE,synthetic,5
The problem I have is that avoid sex because of pain.,S006,dyspareunia_deep,severe,High,en,synthetic,9
I am struggling with pain passing stool.,S009,dyschezia,critical,Critical,en,synthetic,9
I came to the clinic because of feel feverish during period.,S024,fever_cyclical,critical,High,en,synthetic,5
I am here because cannot leave toilet during period.,S012,diarrhoea_cyclical,severe,Moderate,en,synthetic,5
The problem I have is that pain in bladder when urinating.,S015,dysuria,severe,Moderate,en,synthetic,7
I have significant chest tightness with period.,S032,catamenial_pneumothorax,moderate,Moderate,en,synthetic,9
I have been dealing with more tired during period for a while now.,S022,fatigue_chronic,mild,Low,en,synthetic,7
"I came to the clinic because of exhausted from poor sleep, since I was 13 years old.",S031,sleep_disturbance,severe,Moderate,en,synthetic,4
Sijui nifanye nini kuhusu hedhi nyingi sana.,S005,heavy_menstrual_bleeding,moderate,Moderate,sw,synthetic,7
I am here because told I have a cyst.,S028,pelvic_mass_sensation,critical,High,en,synthetic,7
cannot do anything because I am tired.,S022,fatigue_chronic,severe,Moderate,en,synthetic,7
I have been dealing with rolling on the floor for a while now.,S001,dysmenorrhoea,critical,Critical,en,synthetic,10
I experience scar aches during period regularly.,S035,scar_endometriosis,mild,Low,en,synthetic,7
I have had unbearable told I am anaemic since I was a teenager.,S023,anaemia,critical,High,en,synthetic,6
My experience is that slight pink tinge to urine during period.,S016,haematuria,mild,Moderate,en,synthetic,8
I came to the clinic because of cannot breathe during period.,S032,catamenial_pneumothorax,severe,High,en,synthetic,9
cycle is all over the place.,S027,irregular_periods,severe,Moderate,en,synthetic,5
Since I was young I have had running stomach during period.,S012,diarrhoea_cyclical,severe,Moderate,en-KE,synthetic,5
I want you to know that kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,mild,Low,sw,synthetic,6
Sijui nifanye nini kuhusu nimechoka sana kila wakati.,S022,fatigue_chronic,moderate,Moderate,sw,synthetic,7
"I told the doctor that sudden severe pain, possible cyst rupture.",S028,pelvic_mass_sensation,critical,High,en,synthetic,7
The problem I have is that pressure on bladder and bowel.,S028,pelvic_mass_sensation,severe,Moderate,en,synthetic,7
"Tatizo langu kuu ni maumivu ya nyonga, for 6 years.",S002,chronic_pelvic_pain,critical,Critical,sw,synthetic,10
I came to the clinic because of miss school during period.,S036,work_school_absence,moderate,Moderate,en,synthetic,7
I have anxiety.,S030,anxiety,mild,Low,en,synthetic,4
I told the doctor that I dread going to the toilet during my period.,S009,dyschezia,mild,Moderate,en,synthetic,9
Sijui nifanye nini kuhusu kuumwa unapokwenda chooni.,S009,dyschezia,critical,Critical,sw,synthetic,9
Sijui nifanye nini kuhusu sijapata mimba ingawa ninajaribu.,S026,infertility,critical,Critical,sw,synthetic,9
I have been dealing with exhausted from poor sleep for a while now.,S031,sleep_disturbance,severe,Moderate,en,synthetic,4
The problem I have is that pain when going to the toilet.,S009,dyschezia,moderate,Moderate,en-KE,synthetic,9
I am here because I avoid sex because it hurts.,S006,dyspareunia_deep,mild,Moderate,en-KE,synthetic,9
